symbol,timeframe,strategy_name,n_total,n_failed,n_overfit,n_robust,mean_is_pf,mean_oos_pf,mean_oos_dd,median_trades
GRTUSDT,15m,bullish_engulfing,0,0,0,0,,,,
GRTUSDT,15m,bearish_engulfing,0,0,0,0,,,,
GRTUSDT,30m,ema_crossover,0,0,0,0,,,,
GRTUSDT,30m,macd_crossover,0,0,0,0,,,,
GRTUSDT,30m,rsi_ob_os,0,0,0,0,,,,
GRTUSDT,30m,stochastic,0,0,0,0,,,,
GRTUSDT,30m,atr_breakout,0,0,0,0,,,,
GRTUSDT,30m,bollinger_bounce,0,0,0,0,,,,
GRTUSDT,30m,price_channel,0,0,0,0,,,,
GRTUSDT,30m,volume_spike,0,0,0,0,,,,
GRTUSDT,30m,golden_cross,0,0,0,0,,,,
GRTUSDT,30m,rsi_divergence,0,0,0,0,,,,
GRTUSDT,30m,bullish_engulfing,0,0,0,0,,,,
GRTUSDT,30m,bearish_engulfing,0,0,0,0,,,,
GRTUSDT,1h,ema_crossover,0,0,0,0,,,,
GRTUSDT,1h,macd_crossover,0,0,0,0,,,,
GRTUSDT,1h,rsi_ob_os,0,0,0,0,,,,
GRTUSDT,1h,stochastic,0,0,0,0,,,,
GRTUSDT,1h,atr_breakout,0,0,0,0,,,,
GRTUSDT,1h,bollinger_bounce,0,0,0,0,,,,
GRTUSDT,1h,price_channel,0,0,0,0,,,,
GRTUSDT,1h,volume_spike,0,0,0,0,,,,
GRTUSDT,1h,golden_cross,0,0,0,0,,,,
GRTUSDT,1h,rsi_divergence,0,0,0,0,,,,
GRTUSDT,1h,bullish_engulfing,0,0,0,0,,,,
GRTUSDT,1h,bearish_engulfing,0,0,0,0,,,,
GRTUSDT,4h,ema_crossover,0,0,0,0,,,,
GRTUSDT,4h,macd_crossover,0,0,0,0,,,,
GRTUSDT,4h,rsi_ob_os,0,0,0,0,,,,
GRTUSDT,4h,stochastic,0,0,0,0,,,,
GRTUSDT,4h,atr_breakout,0,0,0,0,,,,
GRTUSDT,4h,bollinger_bounce,0,0,0,0,,,,
GRTUSDT,4h,price_channel,0,0,0,0,,,,
GRTUSDT,4h,volume_spike,0,0,0,0,,,,
GRTUSDT,4h,bullish_engulfing,0,0,0,0,,,,
GRTUSDT,4h,bearish_engulfing,0,0,0,0,,,,
GRTUSDT,4h,golden_cross,0,0,0,0,,,,
GRTUSDT,4h,rsi_divergence,0,0,0,0,,,,
GRTUSDT,1d,macd_crossover,0,0,0,0,,,,
GRTUSDT,1d,rsi_ob_os,0,0,0,0,,,,
GRTUSDT,1d,stochastic,0,0,0,0,,,,
GRTUSDT,1d,ema_crossover,0,0,0,0,,,,
GRTUSDT,1d,bollinger_bounce,0,0,0,0,,,,
GRTUSDT,1d,price_channel,0,0,0,0,,,,
GRTUSDT,1d,volume_spike,0,0,0,0,,,,
GRTUSDT,1d,golden_cross,0,0,0,0,,,,
GRTUSDT,1d,rsi_divergence,0,0,0,0,,,,
GRTUSDT,1d,atr_breakout,0,0,0,0,,,,
GRTUSDT,1d,bullish_engulfing,0,0,0,0,,,,
GRTUSDT,1d,bearish_engulfing,0,0,0,0,,,,
HBARUSDT,5m,stochastic,0,0,0,0,,,,
HBARUSDT,5m,rsi_ob_os,0,0,0,0,,,,
HBARUSDT,5m,ema_crossover,0,0,0,0,,,,
HBARUSDT,5m,macd_crossover,0,0,0,0,,,,
HBARUSDT,5m,bollinger_bounce,0,0,0,0,,,,
HBARUSDT,5m,atr_breakout,0,0,0,0,,,,
HBARUSDT,5m,price_channel,0,0,0,0,,,,
HBARUSDT,5m,volume_spike,0,0,0,0,,,,
HBARUSDT,5m,golden_cross,0,0,0,0,,,,
HBARUSDT,5m,bullish_engulfing,0,0,0,0,,,,
HBARUSDT,5m,bearish_engulfing,0,0,0,0,,,,
HBARUSDT,5m,rsi_divergence,0,0,0,0,,,,
HBARUSDT,15m,ema_crossover,0,0,0,0,,,,
HBARUSDT,15m,macd_crossover,0,0,0,0,,,,
HBARUSDT,15m,rsi_ob_os,0,0,0,0,,,,
HBARUSDT,15m,stochastic,0,0,0,0,,,,
HBARUSDT,15m,atr_breakout,0,0,0,0,,,,
HBARUSDT,15m,bollinger_bounce,0,0,0,0,,,,
HBARUSDT,15m,price_channel,0,0,0,0,,,,
HBARUSDT,15m,volume_spike,0,0,0,0,,,,
HBARUSDT,15m,golden_cross,0,0,0,0,,,,
HBARUSDT,15m,rsi_divergence,0,0,0,0,,,,
HBARUSDT,15m,bullish_engulfing,0,0,0,0,,,,
HBARUSDT,15m,bearish_engulfing,0,0,0,0,,,,
HBARUSDT,30m,ema_crossover,0,0,0,0,,,,
HBARUSDT,30m,macd_crossover,0,0,0,0,,,,
HBARUSDT,30m,rsi_ob_os,0,0,0,0,,,,
HBARUSDT,30m,stochastic,0,0,0,0,,,,
HBARUSDT,30m,atr_breakout,0,0,0,0,,,,
HBARUSDT,30m,bollinger_bounce,0,0,0,0,,,,
HBARUSDT,30m,price_channel,0,0,0,0,,,,
HBARUSDT,30m,volume_spike,0,0,0,0,,,,
HBARUSDT,30m,golden_cross,0,0,0,0,,,,
HBARUSDT,30m,rsi_divergence,0,0,0,0,,,,
HBARUSDT,30m,bullish_engulfing,0,0,0,0,,,,
HBARUSDT,30m,bearish_engulfing,0,0,0,0,,,,
HBARUSDT,1h,ema_crossover,0,0,0,0,,,,
HBARUSDT,1h,macd_crossover,0,0,0,0,,,,
HBARUSDT,1h,rsi_ob_os,0,0,0,0,,,,
HBARUSDT,1h,stochastic,0,0,0,0,,,,
HBARUSDT,1h,atr_breakout,0,0,0,0,,,,
HBARUSDT,1h,bollinger_bounce,1,1,0,0,1.89,0.97,3.52,11
HBARUSDT,1h,price_channel,0,0,0,0,,,,
HBARUSDT,1h,volume_spike,0,0,0,0,,,,
HBARUSDT,1h,golden_cross,0,0,0,0,,,,
HBARUSDT,1h,rsi_divergence,0,0,0,0,,,,
HBARUSDT,1h,bullish_engulfing,0,0,0,0,,,,
HBARUSDT,1h,bearish_engulfing,0,0,0,0,,,,
HBARUSDT,4h,ema_crossover,0,0,0,0,,,,
HBARUSDT,4h,macd_crossover,0,0,0,0,,,,
HBARUSDT,4h,rsi_ob_os,0,0,0,0,,,,
HBARUSDT,4h,stochastic,0,0,0,0,,,,
HBARUSDT,4h,atr_breakout,0,0,0,0,,,,
HBARUSDT,4h,bollinger_bounce,0,0,0,0,,,,
HBARUSDT,4h,price_channel,0,0,0,0,,,,
HBARUSDT,4h,volume_spike,0,0,0,0,,,,
HBARUSDT,4h,bullish_engulfing,0,0,0,0,,,,
HBARUSDT,4h,golden_cross,0,0,0,0,,,,
HBARUSDT,1d,ema_crossover,0,0,0,0,,,,
HBARUSDT,4h,rsi_divergence,0,0,0,0,,,,
HBARUSDT,1d,rsi_ob_os,0,0,0,0,,,,
HBARUSDT,4h,bearish_engulfing,2,2,0,0,1.985,0.45,17.555,9.5
HBARUSDT,1d,stochastic,0,0,0,0,,,,
HBARUSDT,1d,atr_breakout,0,0,0,0,,,,
HBARUSDT,1d,macd_crossover,0,0,0,0,,,,
HBARUSDT,1d,price_channel,0,0,0,0,,,,
HBARUSDT,1d,volume_spike,0,0,0,0,,,,
HBARUSDT,1d,golden_cross,0,0,0,0,,,,
HBARUSDT,1d,rsi_divergence,0,0,0,0,,,,
HBARUSDT,1d,bullish_engulfing,0,0,0,0,,,,
HBARUSDT,1d,bollinger_bounce,0,0,0,0,,,,
HBARUSDT,1d,bearish_engulfing,0,0,0,0,,,,
ICPUSDT,5m,rsi_ob_os,0,0,0,0,,,,
ICPUSDT,5m,stochastic,0,0,0,0,,,,
ICPUSDT,5m,ema_crossover,0,0,0,0,,,,
ICPUSDT,5m,macd_crossover,0,0,0,0,,,,
ICPUSDT,5m,bollinger_bounce,0,0,0,0,,,,
ICPUSDT,5m,atr_breakout,0,0,0,0,,,,
ICPUSDT,5m,price_channel,0,0,0,0,,,,
ICPUSDT,5m,volume_spike,0,0,0,0,,,,
ICPUSDT,5m,golden_cross,0,0,0,0,,,,
ICPUSDT,5m,bullish_engulfing,0,0,0,0,,,,
ICPUSDT,5m,rsi_divergence,0,0,0,0,,,,
ICPUSDT,5m,bearish_engulfing,0,0,0,0,,,,
ICPUSDT,15m,rsi_ob_os,0,0,0,0,,,,
ICPUSDT,15m,ema_crossover,0,0,0,0,,,,
ICPUSDT,15m,macd_crossover,0,0,0,0,,,,
ICPUSDT,15m,stochastic,0,0,0,0,,,,
ICPUSDT,15m,atr_breakout,0,0,0,0,,,,
ICPUSDT,15m,bollinger_bounce,0,0,0,0,,,,
ICPUSDT,15m,price_channel,0,0,0,0,,,,
ICPUSDT,15m,volume_spike,0,0,0,0,,,,
ICPUSDT,15m,golden_cross,0,0,0,0,,,,
ICPUSDT,15m,rsi_divergence,0,0,0,0,,,,
ICPUSDT,15m,bullish_engulfing,0,0,0,0,,,,
ICPUSDT,15m,bearish_engulfing,0,0,0,0,,,,
ICPUSDT,30m,ema_crossover,0,0,0,0,,,,
ICPUSDT,30m,macd_crossover,0,0,0,0,,,,
ICPUSDT,30m,rsi_ob_os,0,0,0,0,,,,
ICPUSDT,30m,stochastic,0,0,0,0,,,,
ICPUSDT,30m,atr_breakout,0,0,0,0,,,,
ICPUSDT,30m,bollinger_bounce,0,0,0,0,,,,
ICPUSDT,30m,price_channel,0,0,0,0,,,,
ICPUSDT,30m,volume_spike,0,0,0,0,,,,
ICPUSDT,30m,golden_cross,0,0,0,0,,,,
ICPUSDT,30m,rsi_divergence,0,0,0,0,,,,
ICPUSDT,30m,bullish_engulfing,0,0,0,0,,,,
ICPUSDT,30m,bearish_engulfing,0,0,0,0,,,,
ICPUSDT,1h,ema_crossover,0,0,0,0,,,,
ICPUSDT,1h,macd_crossover,0,0,0,0,,,,
ICPUSDT,1h,rsi_ob_os,0,0,0,0,,,,
ICPUSDT,1h,stochastic,0,0,0,0,,,,
ICPUSDT,1h,atr_breakout,0,0,0,0,,,,
ICPUSDT,1h,bollinger_bounce,0,0,0,0,,,,
ICPUSDT,1h,price_channel,0,0,0,0,,,,
ICPUSDT,1h,volume_spike,0,0,0,0,,,,
ICPUSDT,1h,golden_cross,0,0,0,0,,,,
ICPUSDT,1h,rsi_divergence,0,0,0,0,,,,
ICPUSDT,1h,bullish_engulfing,0,0,0,0,,,,
ICPUSDT,1h,bearish_engulfing,0,0,0,0,,,,
ICPUSDT,4h,rsi_ob_os,0,0,0,0,,,,
ICPUSDT,4h,ema_crossover,0,0,0,0,,,,
ICPUSDT,4h,macd_crossover,0,0,0,0,,,,
ICPUSDT,4h,stochastic,0,0,0,0,,,,
ICPUSDT,4h,atr_breakout,0,0,0,0,,,,
ICPUSDT,4h,bollinger_bounce,0,0,0,0,,,,
ICPUSDT,4h,price_channel,3,3,0,0,1.74,0.61,17.1,9
ICPUSDT,4h,bullish_engulfing,0,0,0,0,,,,
ICPUSDT,4h,volume_spike,0,0,0,0,,,,
ICPUSDT,4h,golden_cross,0,0,0,0,,,,
ICPUSDT,4h,bearish_engulfing,0,0,0,0,,,,
ICPUSDT,4h,rsi_divergence,0,0,0,0,,,,
ICPUSDT,1d,ema_crossover,0,0,0,0,,,,
ICPUSDT,1d,rsi_ob_os,0,0,0,0,,,,
ICPUSDT,1d,atr_breakout,0,0,0,0,,,,
ICPUSDT,1d,stochastic,0,0,0,0,,,,
ICPUSDT,1d,bollinger_bounce,0,0,0,0,,,,
ICPUSDT,1d,macd_crossover,0,0,0,0,,,,
ICPUSDT,1d,price_channel,0,0,0,0,,,,
ICPUSDT,1d,volume_spike,0,0,0,0,,,,
ICPUSDT,1d,golden_cross,0,0,0,0,,,,
ICPUSDT,1d,rsi_divergence,0,0,0,0,,,,
ICPUSDT,1d,bullish_engulfing,0,0,0,0,,,,
ICPUSDT,1d,bearish_engulfing,0,0,0,0,,,,
JUPUSDT,5m,rsi_ob_os,0,0,0,0,,,,
JUPUSDT,5m,stochastic,0,0,0,0,,,,
JUPUSDT,5m,ema_crossover,0,0,0,0,,,,
JUPUSDT,5m,macd_crossover,0,0,0,0,,,,
JUPUSDT,5m,bollinger_bounce,0,0,0,0,,,,
JUPUSDT,5m,price_channel,0,0,0,0,,,,
JUPUSDT,5m,atr_breakout,0,0,0,0,,,,
JUPUSDT,5m,volume_spike,0,0,0,0,,,,
JUPUSDT,5m,golden_cross,0,0,0,0,,,,
JUPUSDT,5m,bullish_engulfing,0,0,0,0,,,,
JUPUSDT,5m,rsi_divergence,0,0,0,0,,,,
JUPUSDT,5m,bearish_engulfing,0,0,0,0,,,,
JUPUSDT,15m,ema_crossover,0,0,0,0,,,,
JUPUSDT,15m,macd_crossover,0,0,0,0,,,,
JUPUSDT,15m,rsi_ob_os,0,0,0,0,,,,
JUPUSDT,15m,stochastic,0,0,0,0,,,,
JUPUSDT,15m,atr_breakout,0,0,0,0,,,,
JUPUSDT,15m,bollinger_bounce,0,0,0,0,,,,
JUPUSDT,15m,price_channel,0,0,0,0,,,,
JUPUSDT,15m,volume_spike,0,0,0,0,,,,
JUPUSDT,15m,golden_cross,0,0,0,0,,,,
JUPUSDT,15m,rsi_divergence,0,0,0,0,,,,
JUPUSDT,15m,bullish_engulfing,0,0,0,0,,,,
JUPUSDT,15m,bearish_engulfing,0,0,0,0,,,,
JUPUSDT,30m,ema_crossover,0,0,0,0,,,,
JUPUSDT,30m,macd_crossover,0,0,0,0,,,,
JUPUSDT,30m,rsi_ob_os,0,0,0,0,,,,
JUPUSDT,30m,stochastic,0,0,0,0,,,,
JUPUSDT,30m,atr_breakout,0,0,0,0,,,,
JUPUSDT,30m,bollinger_bounce,0,0,0,0,,,,
JUPUSDT,30m,price_channel,0,0,0,0,,,,
JUPUSDT,30m,volume_spike,0,0,0,0,,,,
JUPUSDT,30m,golden_cross,0,0,0,0,,,,
JUPUSDT,30m,rsi_divergence,0,0,0,0,,,,
JUPUSDT,30m,bullish_engulfing,0,0,0,0,,,,
JUPUSDT,30m,bearish_engulfing,0,0,0,0,,,,
JUPUSDT,1h,ema_crossover,0,0,0,0,,,,
JUPUSDT,1h,macd_crossover,0,0,0,0,,,,
JUPUSDT,1h,rsi_ob_os,0,0,0,0,,,,
JUPUSDT,1h,stochastic,0,0,0,0,,,,
JUPUSDT,1h,atr_breakout,2,2,0,0,1.535,0.265,28.93,22.0
JUPUSDT,1h,bollinger_bounce,0,0,0,0,,,,
JUPUSDT,1h,price_channel,0,0,0,0,,,,
JUPUSDT,1h,volume_spike,0,0,0,0,,,,
JUPUSDT,1h,golden_cross,0,0,0,0,,,,
JUPUSDT,1h,rsi_divergence,0,0,0,0,,,,
JUPUSDT,1h,bullish_engulfing,0,0,0,0,,,,
JUPUSDT,1h,bearish_engulfing,0,0,0,0,,,,
JUPUSDT,4h,ema_crossover,0,0,0,0,,,,
JUPUSDT,4h,macd_crossover,0,0,0,0,,,,
JUPUSDT,4h,rsi_ob_os,0,0,0,0,,,,
JUPUSDT,4h,stochastic,0,0,0,0,,,,
JUPUSDT,4h,atr_breakout,0,0,0,0,,,,
JUPUSDT,4h,bollinger_bounce,0,0,0,0,,,,
JUPUSDT,4h,price_channel,0,0,0,0,,,,
JUPUSDT,4h,volume_spike,0,0,0,0,,,,
JUPUSDT,4h,golden_cross,0,0,0,0,,,,
JUPUSDT,4h,bearish_engulfing,0,0,0,0,,,,
JUPUSDT,4h,rsi_divergence,0,0,0,0,,,,
JUPUSDT,1d,ema_crossover,0,0,0,0,,,,
JUPUSDT,1d,rsi_ob_os,0,0,0,0,,,,
JUPUSDT,4h,bullish_engulfing,1,1,0,0,1.21,0.7,20.14,11
JUPUSDT,1d,stochastic,0,0,0,0,,,,
JUPUSDT,1d,bollinger_bounce,0,0,0,0,,,,
JUPUSDT,1d,price_channel,0,0,0,0,,,,
JUPUSDT,1d,macd_crossover,0,0,0,0,,,,
JUPUSDT,1d,volume_spike,0,0,0,0,,,,
JUPUSDT,1d,golden_cross,0,0,0,0,,,,
JUPUSDT,1d,atr_breakout,0,0,0,0,,,,
JUPUSDT,1d,bullish_engulfing,0,0,0,0,,,,
JUPUSDT,1d,bearish_engulfing,0,0,0,0,,,,
JUPUSDT,1d,rsi_divergence,0,0,0,0,,,,
LRCUSDT,5m,ema_crossover,0,0,0,0,,,,
LRCUSDT,5m,macd_crossover,0,0,0,0,,,,
LRCUSDT,5m,rsi_ob_os,0,0,0,0,,,,
LRCUSDT,5m,stochastic,0,0,0,0,,,,
LRCUSDT,5m,atr_breakout,0,0,0,0,,,,
LRCUSDT,5m,bollinger_bounce,0,0,0,0,,,,
LRCUSDT,5m,price_channel,0,0,0,0,,,,
LRCUSDT,5m,volume_spike,0,0,0,0,,,,
LRCUSDT,5m,golden_cross,0,0,0,0,,,,
LRCUSDT,5m,rsi_divergence,0,0,0,0,,,,
LRCUSDT,5m,bullish_engulfing,0,0,0,0,,,,
LRCUSDT,5m,bearish_engulfing,0,0,0,0,,,,
LRCUSDT,15m,ema_crossover,0,0,0,0,,,,
LRCUSDT,15m,macd_crossover,0,0,0,0,,,,
LRCUSDT,15m,rsi_ob_os,0,0,0,0,,,,
LRCUSDT,15m,stochastic,0,0,0,0,,,,
LRCUSDT,15m,atr_breakout,0,0,0,0,,,,
LRCUSDT,15m,bollinger_bounce,1,1,0,0,1.31,0.0,16.64,10
LRCUSDT,15m,price_channel,0,0,0,0,,,,
LRCUSDT,15m,volume_spike,0,0,0,0,,,,
LRCUSDT,15m,golden_cross,0,0,0,0,,,,
LRCUSDT,15m,rsi_divergence,4,4,0,0,1.38,0.3,15.395,12.5
LRCUSDT,15m,bullish_engulfing,0,0,0,0,,,,
LRCUSDT,15m,bearish_engulfing,0,0,0,0,,,,
LRCUSDT,30m,ema_crossover,0,0,0,0,,,,
LRCUSDT,30m,macd_crossover,0,0,0,0,,,,
LRCUSDT,30m,rsi_ob_os,0,0,0,0,,,,
LRCUSDT,30m,stochastic,0,0,0,0,,,,
LRCUSDT,30m,atr_breakout,0,0,0,0,,,,
LRCUSDT,30m,bollinger_bounce,0,0,0,0,,,,
LRCUSDT,30m,price_channel,0,0,0,0,,,,
LRCUSDT,30m,volume_spike,0,0,0,0,,,,
LRCUSDT,30m,bullish_engulfing,0,0,0,0,,,,
LRCUSDT,30m,bearish_engulfing,0,0,0,0,,,,
LRCUSDT,30m,golden_cross,0,0,0,0,,,,
LRCUSDT,30m,rsi_divergence,0,0,0,0,,,,
LRCUSDT,1h,rsi_ob_os,0,0,0,0,,,,
LRCUSDT,1h,ema_crossover,0,0,0,0,,,,
LRCUSDT,1h,macd_crossover,0,0,0,0,,,,
LRCUSDT,1h,stochastic,0,0,0,0,,,,
LRCUSDT,1h,atr_breakout,0,0,0,0,,,,
LRCUSDT,1h,volume_spike,0,0,0,0,,,,
LRCUSDT,1h,bollinger_bounce,0,0,0,0,,,,
LRCUSDT,1h,rsi_divergence,0,0,0,0,,,,
LRCUSDT,1h,price_channel,0,0,0,0,,,,
LRCUSDT,1h,bullish_engulfing,0,0,0,0,,,,
LRCUSDT,1h,bearish_engulfing,0,0,0,0,,,,
LRCUSDT,1h,golden_cross,0,0,0,0,,,,
LRCUSDT,4h,rsi_ob_os,0,0,0,0,,,,
LRCUSDT,4h,stochastic,0,0,0,0,,,,
LRCUSDT,4h,atr_breakout,0,0,0,0,,,,
LRCUSDT,4h,ema_crossover,0,0,0,0,,,,
LRCUSDT,4h,macd_crossover,0,0,0,0,,,,
LRCUSDT,4h,bollinger_bounce,0,0,0,0,,,,
LRCUSDT,4h,price_channel,0,0,0,0,,,,
LRCUSDT,4h,volume_spike,0,0,0,0,,,,
LRCUSDT,4h,golden_cross,0,0,0,0,,,,
LRCUSDT,4h,rsi_divergence,0,0,0,0,,,,
LRCUSDT,4h,bullish_engulfing,0,0,0,0,,,,
LRCUSDT,4h,bearish_engulfing,0,0,0,0,,,,
LRCUSDT,1d,rsi_ob_os,0,0,0,0,,,,
LRCUSDT,1d,stochastic,0,0,0,0,,,,
LRCUSDT,1d,atr_breakout,0,0,0,0,,,,
LRCUSDT,1d,ema_crossover,0,0,0,0,,,,
LRCUSDT,1d,macd_crossover,0,0,0,0,,,,
LRCUSDT,1d,bollinger_bounce,0,0,0,0,,,,
LRCUSDT,1d,price_channel,0,0,0,0,,,,
LRCUSDT,1d,volume_spike,0,0,0,0,,,,
LRCUSDT,1d,golden_cross,0,0,0,0,,,,
LRCUSDT,1d,rsi_divergence,0,0,0,0,,,,
LRCUSDT,1d,bullish_engulfing,0,0,0,0,,,,
LRCUSDT,1d,bearish_engulfing,0,0,0,0,,,,
LTCUSDT,5m,rsi_ob_os,0,0,0,0,,,,
LTCUSDT,5m,stochastic,0,0,0,0,,,,
LTCUSDT,5m,macd_crossover,0,0,0,0,,,,
LTCUSDT,5m,ema_crossover,0,0,0,0,,,,
LTCUSDT,5m,bollinger_bounce,0,0,0,0,,,,
LTCUSDT,5m,atr_breakout,0,0,0,0,,,,
LTCUSDT,5m,price_channel,0,0,0,0,,,,
LTCUSDT,5m,volume_spike,0,0,0,0,,,,
LTCUSDT,5m,golden_cross,0,0,0,0,,,,
LTCUSDT,5m,bullish_engulfing,0,0,0,0,,,,
LTCUSDT,5m,rsi_divergence,0,0,0,0,,,,
LTCUSDT,5m,bearish_engulfing,0,0,0,0,,,,
LTCUSDT,15m,ema_crossover,0,0,0,0,,,,
LTCUSDT,15m,macd_crossover,0,0,0,0,,,,
LTCUSDT,15m,rsi_ob_os,0,0,0,0,,,,
LTCUSDT,15m,stochastic,0,0,0,0,,,,
LTCUSDT,15m,atr_breakout,0,0,0,0,,,,
LTCUSDT,15m,bollinger_bounce,0,0,0,0,,,,
LTCUSDT,15m,price_channel,0,0,0,0,,,,
LTCUSDT,15m,volume_spike,0,0,0,0,,,,
LTCUSDT,15m,golden_cross,0,0,0,0,,,,
LTCUSDT,15m,rsi_divergence,0,0,0,0,,,,
LTCUSDT,15m,bullish_engulfing,0,0,0,0,,,,
LTCUSDT,15m,bearish_engulfing,0,0,0,0,,,,
LTCUSDT,30m,ema_crossover,0,0,0,0,,,,
LTCUSDT,30m,macd_crossover,0,0,0,0,,,,
LTCUSDT,30m,rsi_ob_os,0,0,0,0,,,,
LTCUSDT,30m,stochastic,0,0,0,0,,,,
LTCUSDT,30m,atr_breakout,0,0,0,0,,,,
LTCUSDT,30m,bollinger_bounce,0,0,0,0,,,,
LTCUSDT,30m,price_channel,0,0,0,0,,,,
LTCUSDT,30m,volume_spike,0,0,0,0,,,,
LTCUSDT,30m,golden_cross,0,0,0,0,,,,
LTCUSDT,30m,rsi_divergence,0,0,0,0,,,,
LTCUSDT,30m,bullish_engulfing,0,0,0,0,,,,
LTCUSDT,30m,bearish_engulfing,0,0,0,0,,,,
LTCUSDT,1h,ema_crossover,0,0,0,0,,,,
LTCUSDT,1h,macd_crossover,0,0,0,0,,,,
LTCUSDT,1h,rsi_ob_os,0,0,0,0,,,,
LTCUSDT,1h,stochastic,0,0,0,0,,,,
LTCUSDT,1h,atr_breakout,0,0,0,0,,,,
LTCUSDT,1h,bollinger_bounce,0,0,0,0,,,,
LTCUSDT,1h,price_channel,0,0,0,0,,,,
LTCUSDT,1h,volume_spike,0,0,0,0,,,,
LTCUSDT,1h,golden_cross,0,0,0,0,,,,
LTCUSDT,1h,rsi_divergence,0,0,0,0,,,,
LTCUSDT,1h,bullish_engulfing,0,0,0,0,,,,
LTCUSDT,1h,bearish_engulfing,0,0,0,0,,,,
LTCUSDT,4h,ema_crossover,0,0,0,0,,,,
LTCUSDT,4h,macd_crossover,0,0,0,0,,,,
LTCUSDT,4h,rsi_ob_os,0,0,0,0,,,,
LTCUSDT,4h,stochastic,0,0,0,0,,,,
LTCUSDT,4h,atr_breakout,0,0,0,0,,,,
LTCUSDT,4h,bollinger_bounce,0,0,0,0,,,,
LTCUSDT,4h,price_channel,0,0,0,0,,,,
LTCUSDT,4h,golden_cross,0,0,0,0,,,,
LTCUSDT,4h,rsi_divergence,0,0,0,0,,,,
LTCUSDT,4h,bullish_engulfing,0,0,0,0,,,,
LTCUSDT,4h,bearish_engulfing,0,0,0,0,,,,
LTCUSDT,1d,ema_crossover,0,0,0,0,,,,
LTCUSDT,1d,rsi_ob_os,0,0,0,0,,,,
LTCUSDT,1d,macd_crossover,0,0,0,0,,,,
LTCUSDT,1d,stochastic,0,0,0,0,,,,
LTCUSDT,1d,atr_breakout,0,0,0,0,,,,
LTCUSDT,1d,bollinger_bounce,0,0,0,0,,,,
LTCUSDT,1d,price_channel,0,0,0,0,,,,
LTCUSDT,1d,volume_spike,0,0,0,0,,,,
LTCUSDT,1d,golden_cross,0,0,0,0,,,,
LTCUSDT,1d,rsi_divergence,0,0,0,0,,,,
LTCUSDT,1d,bullish_engulfing,0,0,0,0,,,,
LTCUSDT,1d,bearish_engulfing,0,0,0,0,,,,
LTCUSDT,4h,volume_spike,4,0,0,4,1.35,1.43,7.82,11.0
MAGICUSDT,5m,rsi_ob_os,0,0,0,0,,,,
MAGICUSDT,5m,stochastic,0,0,0,0,,,,
MAGICUSDT,5m,ema_crossover,0,0,0,0,,,,
MAGICUSDT,5m,macd_crossover,0,0,0,0,,,,
MAGICUSDT,5m,atr_breakout,0,0,0,0,,,,
MAGICUSDT,5m,bollinger_bounce,0,0,0,0,,,,
MAGICUSDT,5m,price_channel,0,0,0,0,,,,
MAGICUSDT,5m,volume_spike,0,0,0,0,,,,
MAGICUSDT,5m,golden_cross,0,0,0,0,,,,
MAGICUSDT,5m,bullish_engulfing,0,0,0,0,,,,
MAGICUSDT,5m,rsi_divergence,0,0,0,0,,,,
MAGICUSDT,5m,bearish_engulfing,0,0,0,0,,,,
MAGICUSDT,15m,ema_crossover,0,0,0,0,,,,
MAGICUSDT,15m,rsi_ob_os,0,0,0,0,,,,
MAGICUSDT,15m,stochastic,0,0,0,0,,,,
MAGICUSDT,15m,macd_crossover,0,0,0,0,,,,
MAGICUSDT,15m,atr_breakout,0,0,0,0,,,,
MAGICUSDT,15m,bollinger_bounce,0,0,0,0,,,,
MAGICUSDT,15m,price_channel,0,0,0,0,,,,
MAGICUSDT,15m,volume_spike,0,0,0,0,,,,
MAGICUSDT,15m,golden_cross,0,0,0,0,,,,
MAGICUSDT,15m,rsi_divergence,0,0,0,0,,,,
MAGICUSDT,15m,bullish_engulfing,0,0,0,0,,,,
MAGICUSDT,15m,bearish_engulfing,0,0,0,0,,,,
MAGICUSDT,30m,ema_crossover,0,0,0,0,,,,
MAGICUSDT,30m,macd_crossover,0,0,0,0,,,,
MAGICUSDT,30m,rsi_ob_os,0,0,0,0,,,,
MAGICUSDT,30m,stochastic,0,0,0,0,,,,
MAGICUSDT,30m,atr_breakout,0,0,0,0,,,,
MAGICUSDT,30m,bollinger_bounce,0,0,0,0,,,,
MAGICUSDT,30m,price_channel,0,0,0,0,,,,
MAGICUSDT,30m,volume_spike,0,0,0,0,,,,
MAGICUSDT,30m,golden_cross,0,0,0,0,,,,
MAGICUSDT,30m,rsi_divergence,0,0,0,0,,,,
MAGICUSDT,30m,bullish_engulfing,0,0,0,0,,,,
MAGICUSDT,30m,bearish_engulfing,0,0,0,0,,,,
MAGICUSDT,1h,ema_crossover,0,0,0,0,,,,
MAGICUSDT,1h,macd_crossover,0,0,0,0,,,,
MAGICUSDT,1h,rsi_ob_os,0,0,0,0,,,,
MAGICUSDT,1h,stochastic,0,0,0,0,,,,
MAGICUSDT,1h,atr_breakout,0,0,0,0,,,,
MAGICUSDT,1h,bollinger_bounce,0,0,0,0,,,,
MAGICUSDT,1h,price_channel,0,0,0,0,,,,
MAGICUSDT,1h,volume_spike,0,0,0,0,,,,
MAGICUSDT,1h,golden_cross,0,0,0,0,,,,
MAGICUSDT,1h,rsi_divergence,0,0,0,0,,,,
